Cupo_TC,SEX_1,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,AGE,RETRASO_PAGO_ESTADO_t-0,RETRASO_PAGO_ESTADO_t-1,RETRASO_PAGO_ESTADO_t-2,RETRASO_PAGO_ESTADO_t-3,RETRASO_PAGO_ESTADO_t-4,RETRASO_PAGO_ESTADO_t-5,DEUDA_MES_t-0,DEUDA_MES_t-1,DEUDA_MES_t-2,DEUDA_MES_t-3,DEUDA_MES_t-4,DEUDA_MES_t-5,PAGO_MES_t-0,PAGO_MES_t-1,PAGO_MES_t-2,PAGO_MES_t-3,PAGO_MES_t-4,PAGO_MES_t-5,default payment next month,AGE_DECILES,PROMEDIO_DEUDA,CUPO_DECILES,DEUDA/CUPO
100000,1,0,0,1,0,0,0,1,0,27,-1,2,-1,2,0,0,667,667,6637,6300,12300,0,0,6637,0,6000,0,3022,1,2,4428.5,4,0.044285
120000,1,0,0,1,0,0,0,1,0,48,0,0,0,0,0,0,78384,77085,73326,72594,72008,74622,4000,3505,3005,3008,7253,12,0,9,74669.83333333333,5,0.6222486111111111
220000,1,0,0,0,0,1,0,1,0,35,-1,-1,-1,-1,-1,-1,1849,326,12681,84674,35326,1026,326,12681,84674,35326,1026,3088,0,6,22647.0,7,0.1029409090909091
80000,1,0,0,0,1,0,1,0,0,24,0,0,0,0,0,0,31815,30672,33185,28600,29101,28939,4038,3199,914,850,2055,8318,0,1,30385.333333333332,3,0.37981666666666664
300000,1,0,0,0,1,0,0,1,0,32,-1,-1,-1,-1,0,0,3092,1589,2039,13926,13804,11600,1589,2039,13926,1304,0,5355,0,5,7675.0,9,0.025583333333333333
230000,0,1,1,0,0,0,1,0,0,37,-1,0,0,0,-1,0,36571,35484,41862,21655,64645,44627,1700,10010,5000,64667,5003,3016,0,6,40807.333333333336,7,0.1774231884057971
10000,0,1,0,1,0,0,1,0,0,24,1,2,2,2,2,2,4231,5508,5271,6182,5937,6838,1500,0,1000,0,1000,0,1,1,5661.166666666667,11,0.5661166666666667
350000,0,1,0,1,0,0,1,0,0,40,0,0,0,0,-1,-1,28194,29334,30900,0,223,223,1500,2000,0,223,223,223,0,7,14812.333333333334,9,0.04232095238095238
340000,1,0,0,0,1,0,0,1,0,42,0,0,0,0,0,0,221587,216472,218817,223329,226176,230921,8409,8500,8500,8500,8500,8500,0,8,222883.66666666666,9,0.6555401960784314
120000,1,0,0,1,0,0,0,1,0,39,-1,2,-1,-1,-1,-1,11277,5624,5333,5333,5333,21348,0,5333,5333,5333,21348,5333,0,7,9041.333333333334,5,0.07534444444444445
360000,0,1,0,0,1,0,0,1,0,39,-1,-1,2,-1,-1,0,264,1139,264,2193,528,264,1139,0,2193,528,0,264,0,7,775.3333333333334,9,0.0021537037037037037
280000,0,1,0,1,0,0,1,0,0,47,0,0,0,0,0,0,92288,77428,78544,63106,63465,64031,4004,3504,3204,2304,2504,2304,0,9,73143.66666666667,8,0.26122738095238096
70000,0,1,1,0,0,0,0,1,0,42,0,0,2,2,2,2,26550,28208,28642,30670,31133,31965,2400,1200,2820,1100,1500,1300,0,8,29528.0,3,0.42182857142857144
60000,1,0,0,1,0,0,1,0,0,29,2,2,2,0,0,0,41387,42117,41140,42110,42988,43841,1685,0,1655,1707,1718,1775,0,3,42263.833333333336,3,0.7043972222222222
50000,1,0,1,0,0,0,1,0,0,44,0,0,0,0,0,0,43828,40684,37338,31278,31811,28656,1947,1829,1644,4405,1104,2504,0,9,35599.166666666664,2,0.7119833333333333
50000,0,1,0,1,0,0,1,0,0,37,0,0,0,0,0,0,44756,45746,47010,47277,17410,17002,1736,2000,1267,1000,620,1000,0,6,36533.5,2,0.73067
120000,1,0,0,1,0,0,1,0,0,39,0,0,2,0,0,0,22033,24067,24372,24670,25617,26535,2400,1000,1000,1500,1500,1500,0,7,24549.0,5,0.204575
50000,1,0,0,0,1,0,1,0,0,23,0,0,0,0,0,0,8889,10234,13734,14754,16499,18223,1500,4000,1255,2000,2000,3000,0,1,13722.166666666666,2,0.2744433333333333
150000,1,0,0,0,1,0,1,0,0,27,-2,-2,-2,-2,-2,-2,0,610,610,0,610,0,610,610,0,610,0,0,0,2,305.0,5,0.002033333333333333
170000,0,1,0,1,0,0,0,1,0,39,0,0,0,0,0,0,143339,125864,112300,110371,113685,98489,20000,6000,5000,5000,3000,2000,0,7,117341.33333333333,6,0.6902431372549019
120000,0,1,0,0,1,0,0,1,0,44,1,2,2,2,2,2,75294,76465,74675,79629,77748,82497,3000,0,6200,0,6000,0,1,9,77718.0,5,0.64765
20000,0,1,0,1,0,0,0,1,0,33,0,0,0,2,2,-2,18706,17483,19509,18828,0,0,1275,3081,0,0,0,0,1,5,12421.0,1,0.62105
20000,1,0,1,0,0,0,1,0,0,30,-1,-1,-1,0,0,0,390,286,9457,10311,10374,10692,286,9847,1000,1000,500,442,0,4,6918.333333333333,1,0.34591666666666665
20000,1,0,0,1,0,0,1,0,0,22,0,0,2,2,2,2,4400,4883,2829,3920,1997,1317,4500,0,1700,0,100,0,1,1,3224.3333333333335,1,0.16121666666666667
250000,1,0,0,1,0,0,1,0,0,44,-1,-1,-1,-1,-1,0,23438,0,3850,0,32690,37141,0,3850,0,32690,5000,5000,0,9,16186.5,8,0.064746
280000,1,0,0,0,1,0,0,1,0,45,-2,-2,-2,-2,-2,-2,26573,17597,22284,20232,17567,20027,18388,22302,20274,17567,20027,17025,0,9,20713.333333333332,8,0.07397619047619047
300000,1,0,0,1,0,0,0,1,0,45,-1,-1,-1,-1,0,-1,41051,70951,18911,15982,2665,57096,71277,19003,16050,2659,54394,52000,0,9,34442.666666666664,9,0.11480888888888888
200000,0,1,0,0,1,0,1,0,0,28,-2,-2,-2,-2,-2,-2,2626,15912,1677,315,3042,374,15954,1677,315,3042,374,4500,0,3,3991.0,7,0.019955
150000,1,0,0,1,0,0,0,1,0,44,-1,-1,-1,-1,-1,-1,390,5104,10318,5775,14441,780,5104,10318,10355,14441,780,66950,1,9,6134.666666666667,5,0.04089777777777778
500000,0,1,0,0,1,0,1,0,0,39,0,0,0,0,-1,-1,128068,143227,52196,43180,1095,856,20000,12000,0,1095,856,50000,0,7,61437.0,10,0.122874
50000,1,0,1,0,0,0,0,1,0,45,0,0,0,0,0,0,48169,48163,49302,16522,15175,16371,2400,2500,1318,700,1600,600,0,9,32283.666666666668,2,0.6456733333333333
50000,1,0,0,0,1,0,1,0,0,23,0,0,0,0,0,2,34422,32703,22851,6699,10060,7737,1544,1000,0,3361,0,100,0,1,19078.666666666668,2,0.3815733333333334
210000,1,0,0,0,1,0,0,1,0,34,0,0,0,0,0,0,157907,201324,207222,209189,106090,108300,50000,10646,8601,3601,3719,3300,0,5,165005.33333333334,7,0.7857396825396826
110000,1,0,0,1,0,0,0,1,0,41,0,0,0,0,0,0,104133,106135,45766,46864,50935,49538,4500,2000,2000,5000,2023,806,1,8,67228.5,4,0.6111681818181818
240000,0,1,0,0,1,0,1,0,0,29,0,0,2,2,2,0,64826,72951,62848,60645,57554,57375,10589,34,4400,0,2000,1900,1,3,62699.833333333336,8,0.2612493055555556
80000,1,0,0,1,0,0,1,0,0,40,0,0,0,0,0,0,46982,38738,31923,25885,20195,19494,1728,1411,1009,605,2012,209,1,7,30536.166666666668,3,0.38170208333333333
330000,1,0,0,0,1,0,1,0,0,34,0,0,0,0,0,0,173630,178833,187820,190202,194964,199008,8000,12000,7000,8000,7287,7400,0,5,187409.5,9,0.5679075757575758
90000,1,0,0,1,0,0,0,1,0,55,-2,-2,-2,-2,-2,-2,3388,0,0,0,0,7707,0,0,0,0,7707,0,0,10,1849.1666666666667,4,0.0205462962962963
60000,0,1,0,0,1,0,1,0,0,28,0,0,0,0,0,0,26129,30544,21712,23284,24945,25402,5000,2000,2000,2000,2000,2000,0,3,25336.0,3,0.4222666666666667
320000,1,0,0,0,1,0,1,0,0,28,1,-2,-1,-1,-1,-1,0,0,1200,0,600,5937,0,1200,0,600,5937,470,1,3,1289.5,9,0.0040296875
150000,0,1,0,0,1,0,1,0,0,27,0,0,0,0,0,0,86009,86108,89006,89775,87725,40788,4031,10006,3266,4040,1698,800,0,2,79901.83333333333,5,0.5326788888888888
400000,0,1,0,0,1,0,0,0,1,31,1,-1,-1,-1,-1,-1,0,1731,499,1487,499,499,1731,499,1487,499,499,36983,0,4,785.8333333333334,10,0.0019645833333333334
30000,1,0,0,1,0,0,0,1,0,45,0,0,0,0,0,0,17166,18578,20260,20626,21142,21790,2000,2000,1000,1000,1000,1500,0,9,19927.0,1,0.6642333333333333
20000,1,0,0,1,0,0,0,1,0,29,0,0,0,-1,-1,-1,3138,4090,2060,780,1000,0,1030,1000,780,1000,0,0,1,3,1844.6666666666667,1,0.09223333333333333
240000,1,0,0,1,0,0,0,1,0,52,1,-2,-2,-2,-1,-1,0,0,0,0,2780,20034,0,0,0,2780,20034,0,0,10,3802.3333333333335,8,0.015843055555555555
50000,1,0,0,1,0,0,1,0,0,56,0,0,0,0,0,0,47060,48481,49505,17612,19461,18660,2180,2204,656,2159,678,851,0,10,33463.166666666664,2,0.6692633333333333
230000,0,1,0,1,0,0,1,0,0,31,0,0,0,0,0,0,100074,107085,115039,117144,117429,117560,9000,10000,6000,3405,3000,1286,0,4,112388.5,7,0.48864565217391304
440000,1,0,0,0,1,0,1,0,0,29,0,0,0,0,0,0,169661,167199,158520,156977,157963,151936,8071,9021,7013,6013,6028,6010,0,3,160376.0,10,0.3644909090909091
60000,1,0,0,1,0,0,1,0,0,24,2,2,2,2,2,2,27583,26860,28601,29819,30192,31045,0,2500,2000,1000,1500,0,1,1,29016.666666666668,3,0.48361111111111116
140000,1,0,0,1,0,0,1,0,0,36,0,0,0,0,0,0,134183,136457,97395,99249,77188,71675,8144,6812,5036,3000,15000,10000,0,6,102691.16666666667,5,0.7335083333333333
390000,0,1,0,0,1,0,1,0,0,29,0,-1,0,0,0,0,9918,15918,103169,95669,88080,80576,16008,100000,5000,4000,4000,3000,0,3,65555.0,10,0.1680897435897436
90000,1,0,0,1,0,0,0,1,0,37,0,0,0,0,0,0,85220,86745,71536,72964,64487,65845,3000,3000,2411,2294,2383,2285,1,6,74466.16666666667,4,0.8274018518518519
230000,1,0,1,0,0,0,0,1,0,45,-1,-1,-2,-1,0,-1,1633,8410,5722,10371,9998,1328,8435,5955,10371,0,1332,0,0,9,6243.666666666667,7,0.027146376811594205
60000,1,0,0,1,0,0,1,0,0,23,-1,0,0,0,0,0,56250,54971,55079,55525,56634,57052,2000,2100,2000,2000,2100,2050,0,1,55918.5,3,0.931975
230000,1,0,0,0,1,0,0,1,0,34,-1,-1,0,0,-1,-1,3394,8338,11744,9359,19002,8443,8338,9359,0,19002,8740,0,0,5,10046.666666666666,7,0.043681159420289856
20000,0,1,1,0,0,0,0,1,0,53,3,2,2,7,7,7,2255,2255,2255,2255,2255,2255,0,0,0,0,0,0,1,10,2255.0,1,0.11275
50000,1,0,1,0,0,0,1,0,0,49,0,0,0,0,0,0,48909,47863,21489,20414,19342,19482,1676,1302,700,699,849,826,0,9,29583.166666666668,2,0.5916633333333333
300000,1,0,0,0,1,0,1,0,0,28,0,0,0,0,-1,-1,10291,19617,19326,10662,10162,10250,19326,10000,1940,10200,10500,10000,0,3,13384.666666666666,9,0.044615555555555554
30000,1,0,0,1,0,0,0,1,0,35,2,2,2,2,2,2,17880,19288,20313,19696,20670,20200,2000,1626,0,1600,0,1126,1,6,19674.5,1,0.6558166666666667
200000,0,1,1,0,0,0,1,0,0,52,0,0,0,0,0,0,110151,99530,98951,100914,103146,104993,3568,3585,3602,3848,3669,3784,0,10,102947.5,7,0.5147375
420000,1,0,0,0,1,0,1,0,0,29,0,0,0,-2,-2,-2,52898,16200,0,0,0,0,3000,0,0,0,0,84363,0,3,11516.333333333334,10,0.02741984126984127
120000,1,0,1,0,0,0,0,1,0,41,0,0,0,0,0,0,108264,109427,111238,113465,114759,117165,3906,4040,4079,4093,4240,4766,0,8,112386.33333333333,5,0.9365527777777778
110000,0,1,0,1,0,0,1,0,0,47,0,0,0,0,0,0,72897,72755,71698,72418,72293,73954,3290,3200,2700,2800,3000,2650,0,9,72669.16666666667,4,0.6606287878787879
500000,0,1,0,0,1,0,0,1,0,45,-1,-1,-1,-1,0,-1,6197,4934,6783,11507,4883,5897,4969,6802,11523,14,5914,7622,0,9,6700.166666666667,10,0.013400333333333334
370000,1,0,1,0,0,0,1,0,0,31,-1,-1,-1,2,-1,-1,2804,1674,39811,35194,3728,2241,1674,42921,0,3728,2300,43183,0,4,14242.0,10,0.038491891891891894
130000,0,1,0,0,1,0,1,0,0,29,0,0,0,0,0,0,126974,122107,108542,89356,91024,89779,5988,4560,3300,3509,3500,3415,0,3,104630.33333333333,5,0.8048487179487179
30000,1,0,0,1,0,0,0,1,0,26,2,0,0,0,0,2,25369,23073,21520,18669,15710,15308,1700,1600,700,1401,0,600,1,2,19941.5,1,0.6647166666666666
50000,1,0,0,0,1,0,0,1,0,45,-1,-1,-1,-1,-1,-1,7963,1664,5408,2734,7976,0,1669,5413,2734,7976,0,7000,0,9,4290.833333333333,2,0.08581666666666667
80000,1,0,0,1,0,0,0,1,0,42,0,0,0,0,0,2,18172,19559,20437,26591,28350,27758,2000,1500,6500,2200,0,1100,1,8,23477.833333333332,3,0.29347291666666664
20000,0,1,0,1,0,0,1,0,0,30,0,-1,0,0,0,0,12755,832,2800,1231,1052,0,832,1000,900,500,0,0,0,4,3111.6666666666665,1,0.15558333333333332
240000,1,0,0,1,0,0,0,1,0,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0.0,8,0.0
150000,1,0,0,1,0,0,0,1,0,36,1,2,2,4,3,2,125938,132110,142876,139097,138592,141447,9734,14500,0,2000,5300,5000,0,6,136676.66666666666,5,0.9111777777777778
50000,1,0,1,0,0,0,1,0,0,55,0,0,0,0,0,0,45698,49270,48186,20127,18988,19942,6000,2044,3150,1000,3000,905,0,10,33701.833333333336,2,0.6740366666666667
20000,0,1,0,0,1,0,0,1,0,44,0,0,0,0,0,0,18091,17237,16419,17144,17855,18567,1600,1600,1300,1000,1000,950,1,9,17552.166666666668,1,0.8776083333333334
310000,0,1,0,0,1,0,1,0,0,32,0,0,0,0,0,-1,53340,85711,69195,59169,12056,10032,69220,3095,5000,2000,10058,23219,0,5,48250.5,9,0.1556467741935484
100000,0,1,0,0,1,0,0,1,0,33,2,2,0,0,0,0,94257,78728,65747,67046,69938,74800,0,3100,3000,4000,6000,0,1,5,75086.0,4,0.75086
50000,1,0,0,0,1,0,0,1,0,57,1,2,0,0,0,2,45608,44619,44856,32461,49916,29117,0,1600,871,30347,0,0,1,10,41096.166666666664,2,0.8219233333333333
10000,0,1,0,1,0,0,1,0,0,23,0,0,0,0,0,0,7545,7510,8583,9156,9727,8706,1500,1588,1274,1235,303,300,0,1,8537.833333333334,11,0.8537833333333333
110000,0,1,1,0,0,0,0,1,0,50,0,0,0,0,0,0,109192,106322,67727,47313,47255,47255,4300,3000,2000,1700,1800,1664,0,10,70844.0,4,0.6440363636363636
250000,1,0,0,0,1,0,1,0,0,26,0,0,0,0,0,0,50122,44742,43194,41381,33246,32948,2027,2020,1510,1000,1000,7000,0,2,40938.833333333336,8,0.16375533333333334
70000,1,0,0,1,0,0,1,0,0,38,1,2,2,2,2,2,21047,22102,22949,23275,23596,23078,1700,1500,1000,1000,0,2100,0,7,22674.5,3,0.3239214285714286
160000,0,1,0,0,1,0,0,1,0,31,-1,-1,-1,-1,-1,-1,24465,7747,17002,17170,14685,4328,7751,17016,17185,14685,4328,5827,0,4,14232.833333333334,6,0.08895520833333334
160000,0,1,0,0,1,0,1,0,0,34,0,0,0,0,0,0,83255,83912,85161,85715,86773,87526,4000,3924,3200,3300,3425,3013,0,5,85390.33333333333,6,0.5336895833333333
150000,1,0,0,0,1,0,0,1,0,58,-1,-1,-1,-1,-1,-1,1657,2277,4049,1665,559,0,2277,4066,1665,559,0,663,0,10,1701.1666666666667,5,0.01134111111111111
350000,1,0,1,0,0,0,0,1,0,38,-2,-2,-2,-2,-2,-2,1316,3033,2168,7951,4986,3641,3061,2181,8071,5002,3654,5820,0,7,3849.1666666666665,9,0.010997619047619048
50000,0,1,0,1,0,0,1,0,0,45,0,0,0,2,0,0,19834,19387,22574,20483,20121,20191,1340,5000,0,729,793,642,0,9,20431.666666666668,2,0.40863333333333335
170000,0,1,1,0,0,0,0,1,0,45,0,0,0,0,0,0,114625,117364,119552,111404,113635,98411,6305,6000,6000,3854,5000,8000,0,9,112498.5,6,0.6617558823529411
280000,1,0,1,0,0,0,0,1,0,45,0,0,0,0,0,0,50415,59538,67642,39396,26096,34104,10000,10000,36432,0,10000,28580,0,9,46198.5,8,0.16499464285714285
20000,0,1,0,1,0,0,1,0,0,24,0,0,2,0,0,-1,12549,11552,6622,6232,390,930,2319,0,0,0,930,0,1,1,6379.166666666667,1,0.31895833333333334
500000,1,0,0,0,1,0,1,0,0,34,-1,-1,-1,-1,0,-1,4677,6187,4775,31188,5827,3637,6187,4775,31188,0,4119,7390,0,5,9381.833333333334,10,0.018763666666666668
30000,1,0,0,1,0,0,0,1,0,34,-1,-1,2,-1,-1,3,5088,996,888,656,1957,1536,996,0,656,1957,0,0,1,5,1853.5,1,0.061783333333333336
310000,1,0,0,1,0,0,0,1,0,30,0,0,0,0,0,0,296942,302778,299162,305251,262368,254340,12401,13000,13208,10000,9506,10002,0,4,286806.8333333333,9,0.9251833333333332
170000,1,0,0,1,0,0,0,1,0,31,0,0,0,0,-2,-1,63948,62090,63000,0,0,3300,5000,4000,0,0,3300,0,0,4,32056.333333333332,6,0.18856666666666666
160000,1,0,0,0,1,0,0,1,0,24,-1,-1,0,0,-1,-1,2990,8619,4405,4445,2820,4970,8619,1000,4000,2820,4970,2825,0,1,4708.166666666667,6,0.02942604166666667
260000,1,0,0,0,1,0,1,0,0,31,0,0,0,0,0,0,180891,165412,108223,108860,80757,79073,8250,5500,5000,3500,3000,4000,0,4,120536.0,8,0.4636
30000,0,1,0,1,0,0,0,1,0,51,0,0,0,0,0,-2,28916,29451,27779,28340,0,0,11592,1500,959,0,0,0,1,10,19081.0,1,0.6360333333333333
180000,0,1,0,0,1,0,1,0,0,27,0,0,0,0,0,0,29735,24414,18300,16908,37319,34978,19000,5000,10009,22000,20000,15000,0,2,26942.333333333332,6,0.14967962962962963
50000,1,0,1,0,0,0,1,0,0,23,0,0,0,0,0,0,47486,47963,33499,19227,19334,19735,1703,1304,680,696,717,677,0,1,31207.333333333332,2,0.6241466666666666
20000,0,1,0,1,0,0,1,0,0,25,1,2,2,5,4,3,10515,11548,13863,13369,12582,12088,1500,2800,0,0,0,0,0,1,12327.5,1,0.616375
280000,1,0,0,0,1,0,1,0,0,29,0,0,0,0,0,0,149312,152323,155568,158775,162035,165522,5500,5700,5800,5900,6100,6100,0,3,157255.83333333334,8,0.5616279761904762
70000,1,0,0,0,1,0,1,0,0,25,0,0,2,2,2,0,37017,39980,39063,41592,39101,40310,3900,0,3500,0,2000,1813,1,1,39510.5,3,0.5644357142857143
10000,1,0,1,0,0,0,0,1,0,34,0,0,0,0,-1,-1,7101,8131,9024,6292,2530,6727,1307,1200,1012,2530,6727,56,1,5,6634.166666666667,11,0.6634166666666667
80000,1,0,0,0,1,0,1,0,0,26,0,0,0,0,0,0,37329,38151,39229,40291,40902,42122,3700,2000,2000,3500,2000,4000,0,2,39670.666666666664,3,0.4958833333333333
50000,1,0,0,1,0,0,1,0,0,24,0,0,0,0,2,0,8587,9941,10950,11519,11191,11903,1500,1481,1050,0,903,333,0,1,10681.833333333334,2,0.21363666666666667
360000,0,1,0,1,0,0,1,0,0,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,9,0.0
200000,1,0,0,1,0,0,0,1,0,46,-1,-1,2,-1,-1,-1,827,1654,827,827,827,827,1654,0,827,827,827,827,0,9,964.8333333333334,7,0.004824166666666667
40000,1,0,0,1,0,0,1,0,0,37,1,2,2,2,2,2,7613,7343,15184,14643,18385,17950,0,8000,0,4000,0,6000,1,6,13519.666666666666,2,0.33799166666666663
340000,0,1,0,1,0,0,0,1,0,42,0,0,0,0,0,0,76166,83909,169911,130718,131684,126223,10000,115000,5000,6000,10000,10000,0,8,119768.5,9,0.35226029411764703
500000,1,0,0,0,1,0,0,1,0,32,-1,-1,-1,-1,0,0,185419,10573,0,282562,288459,293233,10573,0,282562,11000,9572,8928,0,5,176707.66666666666,10,0.3534153333333333
240000,0,1,0,0,1,0,1,0,0,30,-1,-1,-1,0,0,0,7744,7284,11234,15214,9107,5621,7305,11263,10018,21,3637,7008,0,4,9367.333333333334,8,0.03903055555555556
240000,1,0,0,0,1,0,1,0,0,30,-1,-1,0,0,0,-1,325,18428,32384,22749,7804,290,18428,15000,0,0,300,350,0,4,13663.333333333334,8,0.05693055555555556
290000,0,1,0,1,0,0,0,1,0,38,0,0,0,0,0,0,118801,99370,84836,82168,80299,77324,3530,3019,2818,3000,3199,2350,0,7,90466.33333333333,9,0.3119528735632184
280000,0,1,0,0,1,0,1,0,0,30,-1,-1,-1,-1,-1,-1,17913,380,5118,380,380,380,380,5118,380,380,380,380,0,4,4091.8333333333335,8,0.014613690476190476
280000,1,0,0,0,1,0,1,0,0,39,-1,-1,-1,0,0,-2,7524,0,3968,3868,0,0,0,3968,0,0,0,0,0,7,2560.0,8,0.009142857142857144
360000,1,0,0,0,1,0,0,1,0,36,-2,-2,-2,-2,-2,-2,13686,1992,604,0,3960,0,1992,604,0,3960,0,2313,0,6,3373.6666666666665,9,0.009371296296296296
200000,0,1,1,0,0,0,1,0,0,33,-2,-2,-2,-2,-2,-2,655,270,880,0,0,0,270,880,0,0,0,0,0,5,300.8333333333333,7,0.0015041666666666667
50000,0,1,0,0,1,0,1,0,0,55,0,-1,-1,-1,-1,0,11045,3115,7161,5351,791,47774,3115,7161,5351,791,46983,2025,0,10,12539.5,2,0.25079
420000,1,0,0,0,1,0,0,1,0,33,2,-1,0,-1,-1,0,8117,20837,21610,10654,4427,1800,20837,1118,10658,6341,0,3,0,5,11240.833333333334,10,0.02676388888888889
340000,0,1,0,0,1,0,0,1,0,48,0,0,0,0,0,0,321046,329563,335012,197797,201935,140812,13690,12693,6100,6300,5100,5400,0,9,254360.83333333334,9,0.7481200980392158
20000,1,0,1,0,0,0,1,0,0,28,-1,2,2,2,-1,-1,5741,5155,5754,5150,858,0,0,2294,0,1056,0,935,0,3,3776.3333333333335,1,0.18881666666666666
90000,1,0,0,1,0,0,0,1,0,25,0,0,0,0,0,0,57846,50663,45515,42599,38559,36337,2018,2033,2016,2010,2010,1114,0,1,45253.166666666664,4,0.502812962962963
80000,1,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,67798,69206,70057,71886,73724,75498,3100,2600,3000,3000,3000,6500,0,2,71361.5,3,0.89201875
20000,0,1,0,1,0,0,1,0,0,23,1,2,0,0,0,0,19403,18541,19254,19456,19323,19265,0,1298,1000,692,766,998,1,1,19207.0,1,0.96035
150000,1,0,0,1,0,0,0,1,0,28,0,0,0,0,0,0,99294,96094,97642,70371,72257,72536,5008,5000,2499,3000,2789,2439,0,3,84699.0,5,0.56466
360000,1,0,0,0,1,0,0,1,0,40,2,2,2,2,0,0,108399,105167,115468,112157,114690,117845,0,12000,0,5900,5000,4500,1,7,112287.66666666667,9,0.3119101851851852
100000,0,1,0,1,0,0,1,0,0,33,5,4,3,2,2,2,90822,88562,86256,87150,85636,91007,0,0,3200,0,6803,6950,1,5,88238.83333333333,4,0.8823883333333333
480000,1,0,0,0,1,0,1,0,0,57,-1,-1,-2,-1,-1,-1,7066,2328,4279,24973,76738,25108,6378,5096,25173,25896,25108,25000,0,10,23415.333333333332,10,0.04878194444444444
30000,0,1,0,1,0,0,1,0,0,24,-1,-1,-1,-1,-1,-1,1473,390,390,390,0,780,390,390,390,0,780,0,1,1,570.5,1,0.019016666666666668
30000,0,1,1,0,0,0,1,0,0,32,0,0,0,0,0,0,27995,28977,29366,29553,27677,16364,1456,2000,1400,554,327,0,0,5,26655.333333333332,1,0.888511111111111
80000,1,0,0,1,0,0,1,0,0,24,0,0,0,0,0,0,78749,77025,66725,21604,9352,9276,4000,2784,1882,1000,457,20000,0,1,43788.5,3,0.54735625
20000,0,1,0,1,0,0,1,0,0,29,0,0,-2,-2,-2,-2,16809,0,0,0,0,0,0,0,0,0,0,0,1,3,2801.5,1,0.140075
60000,0,1,1,0,0,0,1,0,0,38,0,-1,-1,-1,-1,-1,3059,291,1131,441,443,732,291,1131,441,443,580,0,0,7,1016.1666666666666,3,0.01693611111111111
200000,1,0,0,0,1,0,1,0,0,27,-1,-1,-1,-1,-1,-1,16093,11163,11657,9423,9726,11070,11197,11657,9423,9726,11070,7976,0,2,11522.0,7,0.05761
50000,0,1,0,1,0,0,0,1,0,58,-1,-1,-1,-1,-1,-1,1956,2060,4904,2056,2515,1464,2060,4904,2056,2515,1464,1515,0,10,2492.5,2,0.04985
360000,0,1,0,0,1,0,0,1,0,50,-1,-1,-2,-1,-1,-2,1858,0,0,3000,0,0,0,0,3000,0,0,1033,0,10,809.6666666666666,9,0.002249074074074074
50000,1,0,1,0,0,0,1,0,0,22,0,0,0,0,0,0,18108,18512,19468,16989,17326,17748,1400,1300,2800,619,700,1000,0,1,18025.166666666668,2,0.36050333333333334
290000,0,1,0,0,1,0,1,0,0,41,0,0,0,0,0,0,275367,255049,247090,242309,238609,238712,10580,9006,8507,10902,8600,8671,0,8,249522.66666666666,9,0.860422988505747
230000,1,0,1,0,0,0,0,1,0,39,1,2,-1,2,-1,0,6499,4791,4858,316,316,316,0,4858,0,632,0,2468,0,7,2849.3333333333335,7,0.01238840579710145
90000,0,1,0,0,0,1,1,0,0,26,-2,-2,-2,-2,-2,-2,2862,0,0,1000,326,326,0,0,1000,326,326,1178,1,2,752.3333333333334,4,0.008359259259259259
50000,1,0,1,0,0,0,1,0,0,52,0,0,0,0,0,0,34781,34458,33311,18033,18740,19408,1725,1800,3000,1000,1000,657,1,10,26455.166666666668,2,0.5291033333333334
150000,0,1,0,0,1,0,0,1,0,42,0,0,0,0,0,2,136518,146249,147624,138636,146609,149438,13571,7500,10600,11200,5400,0,0,8,144179.0,5,0.9611933333333333
300000,1,0,0,0,1,0,1,0,0,28,2,-1,-1,0,0,-2,1314,168,1080,1080,0,0,170,1080,0,0,0,2500,1,3,607.0,9,0.002023333333333333
240000,1,0,0,0,1,0,1,0,0,30,-2,-2,-2,-2,-2,-2,0,0,9625,8864,9248,23353,0,9625,0,9248,23353,1205,0,4,8515.0,8,0.035479166666666666
20000,1,0,0,1,0,0,1,0,0,22,0,0,0,0,0,0,15247,16561,17280,18431,18341,19569,1575,1294,1596,655,1669,0,1,1,17571.5,1,0.878575
100000,1,0,1,0,0,0,1,0,0,29,-2,-2,-2,-1,-1,-1,2038,11383,1661,1891,3681,870,11386,1665,1894,3689,870,1755,0,3,3587.3333333333335,4,0.03587333333333333
50000,0,1,0,0,1,0,0,1,0,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,0.0
450000,1,0,0,0,1,0,0,1,0,29,0,0,0,0,0,0,104457,68877,62223,65522,61413,63547,2489,2528,10179,10013,5183,5000,0,3,71006.5,10,0.15779222222222222
50000,1,0,1,0,0,0,0,1,0,27,0,0,0,0,0,0,29875,30336,26635,20367,15640,12269,4506,2000,2066,611,500,370,0,2,22520.333333333332,2,0.4504066666666666
